  [2022-01-11 00:07:15,065], , [HikariPool-1 housekeeper], patient-registration-service, WARN  HikariPool run | HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=5m51s182ms678µs600ns).
  [2022-01-11 00:18:39,185], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptorAppConfig.restTemplate
  [2022-01-11 00:18:39,200], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptorAppConfig.restTemplate
  [2022-01-11 00:18:39,200], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptorAppConfig.restTemplate :: 15 ms
  [2022-01-11 00:18:39,744], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptorAppConfig.corsConfigurationSource
  [2022-01-11 00:18:39,746], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptorAppConfig.corsConfigurationSource
  [2022-01-11 00:18:39,746], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptorAppConfig.corsConfigurationSource :: 2 ms
  [2022-01-11 00:18:40,398], , [restartedMain], patient-registration-service, INFO  ThreadPoolTaskExecutor initialize | Initializing ExecutorService 'applicationTaskExecutor'
  [2022-01-11 00:18:40,693], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptorAppConfig.addInterceptors
  [2022-01-11 00:18:40,694], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptorAppConfig.addInterceptors
  [2022-01-11 00:18:40,695], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptorAppConfig.addInterceptors :: 2 ms
  [2022-01-11 00:18:40,700], , [restartedMain], patient-registration-service, WARN  JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration openEntityManagerInViewInterceptor | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
  [2022-01-11 00:18:42,944], , [restartedMain], patient-registration-service, INFO  EndpointLinksResolver <init> | Exposing 2 endpoint(s) beneath base path '/actuator'
  [2022-01-11 00:18:43,184], , [restartedMain], patient-registration-service, INFO  Http11NioProtocol log | Starting ProtocolHandler ["http-nio-7075"]
  [2022-01-11 00:18:43,242], , [restartedMain], patient-registration-service, INFO  TomcatWebServer start | Tomcat started on port(s): 7075 (http) with context path '/patient/v1'
  [2022-01-11 00:18:43,248], , [restartedMain], patient-registration-service, INFO  PatientRegistrationApplication logStarted | Started PatientRegistrationApplication in 49.426 seconds (JVM running for 51.166)
  [2022-01-11 00:20:36,718], , [http-nio-7075-exec-2], patient-registration-service, INFO  [/patient/v1] log | Initializing Spring DispatcherServlet 'dispatcherServlet'
  [2022-01-11 00:20:36,718], , [http-nio-7075-exec-2], patient-registration-service, INFO  DispatcherServlet initServletBean | Initializing Servlet 'dispatcherServlet'
  [2022-01-11 00:20:36,752], , [http-nio-7075-exec-2], patient-registration-service, INFO  DispatcherServlet initServletBean | Completed initialization in 33 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:36,779], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:36,786], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of TokenValidator.getUsernameFromToken
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,798], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of TokenValidator.getUsernameFromToken
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,801], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of TokenValidator.getUsernameFromToken :: 1015 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,803], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of TokenValidator.getRoleFromToken
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,821], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of TokenValidator.getRoleFromToken
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,822], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of TokenValidator.getRoleFromToken :: 19 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,882], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.setRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,897], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.setRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,898], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.setRole :: 16 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,900], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.setUserName
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,901], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.setUserName
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,903], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.setUserName :: 3 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,904], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:37,905], , [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 1126 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:38,024], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientRegistrationController.bulkPatientRegistration
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:38,040], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationController bulkPatientRegistration | Request Received for bulk registration of patients.
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:38,132], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientRegistrationServiceImpl.bulkPatientRegistration
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:38,487], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl uploadBulkPatientDtlsFile | write data to file
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,543], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateMobileNo
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,582], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateMobileNo
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,582], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateMobileNo :: 39 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,582], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateEmail
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,583], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateEmail
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,584], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateEmail :: 2 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,584], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateMobileNo
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,585], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateMobileNo
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,585], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateMobileNo :: 1 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,586], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateEmail
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,587], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateEmail
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,587], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateEmail :: 1 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,595], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateDob
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,596], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateDob
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,596], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateDob :: 1 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,598], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateMobileNo
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,598], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateMobileNo
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,598], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateMobileNo :: 0 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,599], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,599], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,600], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 1 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:43,601], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientPersonalDetailsRepository.checkIfPtMobileNoExist
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:44,043], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of PatientPersonalDetailsRepository.checkIfPtMobileNoExist
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:44,045], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of PatientPersonalDetailsRepository.checkIfPtMobileNoExist :: 444 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:44,399], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl saveBulkPatientDetails | Saved user Data to Patient registration
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,253], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl saveBulkPatientDetails | Saved user Data to audit patient registration
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,255], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl createUserForPatientByScribe | USER MANAGEMENT API Called
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,269], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl createUserForPatientByScribe | USER MANAGEMENT API Called with userID P7654324560And UserName KESHAV PATIENT
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,724], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl createUserForPatientByScribe | USER MANAGEMENT API Status : true
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,727], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,730], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,732], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 5 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,735], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,738], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,740], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 5 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,744], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getUserName
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,747], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getUserName
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,750], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getUserName :: 5 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,753], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getUserName
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,755], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getUserName
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,758], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getUserName :: 5 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,761], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl saveBulkPatientDetails | User-Management Api Call SUCCESS
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,763], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl createUserForPatientByScribe | USER MANAGEMENT API Called
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,764], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl createUserForPatientByScribe | USER MANAGEMENT API Called with userID P8745639086And UserName MONIKA PATIENT
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,972], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientRegistrationServiceImpl createUserForPatientByScribe | USER MANAGEMENT API Status : true
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,974], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,976], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,977], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 3 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,979], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,981], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,983], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 4 ms
1b42bf9779bd6f62 1b42bf9779bd6f62 [2022-01-11 00:20:45,986], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-2], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getUserName
