  [2022-04-01 11:28:12,021], , [HikariPool-1 housekeeper], patient-registration-service, WARN  HikariPool run | HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=16h47m28s844ms584µs300ns).
  [2022-04-01 12:05:13,753], , [restartedMain], patient-registration-service, INFO  RepositoryConfigurationDelegate registerRepositoriesIn | Finished Spring Data repository scanning in 208ms. Found 17 repository interfaces.
  [2022-04-01 12:05:14,377], , [restartedMain], patient-registration-service, INFO  GenericScope setSerializationId | BeanFactory id=2348081c-e788-3931-8fcd-d4942c02e696
  [2022-04-01 12:05:14,889], , [restartedMain], patient-registration-service, INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker postProcessAfterInitialization | Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$47974ad2] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
  [2022-04-01 12:05:15,002], , [restartedMain], patient-registration-service, INFO  PostProcessorRegistrationDelegate$BeanPostProcessorChecker postProcessAfterInitialization | Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$63b14dcf] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
  [2022-04-01 12:05:16,530], , [restartedMain], patient-registration-service, INFO  TomcatWebServer initialize | Tomcat initialized with port(s): 7075 (http)
  [2022-04-01 12:05:16,562], , [restartedMain], patient-registration-service, INFO  Http11NioProtocol log | Initializing ProtocolHandler ["http-nio-7075"]
  [2022-04-01 12:05:16,582], , [restartedMain], patient-registration-service, INFO  StandardService log | Starting service [Tomcat]
  [2022-04-01 12:05:16,583], , [restartedMain], patient-registration-service, INFO  StandardEngine log | Starting Servlet engine: [Apache Tomcat/9.0.16]
  [2022-04-01 12:05:16,610], , [restartedMain], patient-registration-service, INFO  AprLifecycleListener log | The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [D:\Softwares\eclipse-jee-2020-12-R-win32-x86_64\eclipse\plugins\org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_15.0.1.v20201027-0507\jre\bin;C:\Windows\Sun\Java\bin;C:\Windows\system32;C:\Windows;D:/Softwares/eclipse-jee-2020-12-R-win32-x86_64/eclipse//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_15.0.1.v20201027-0507/jre/bin/server;D:/Softwares/eclipse-jee-2020-12-R-win32-x86_64/eclipse//plugins/org.eclipse.justj.openjdk.hotspot.jre.full.win32.x86_64_15.0.1.v20201027-0507/jre/bin;C:\Program Files\Common Files\Oracle\Java\javapath;C:\Program Files (x86)\Common Files\Oracle\Java\javapath;C:\Windows\system32;C:\Windows;C:\Windows\System32\Wbem;C:\Windows\System32\WindowsPowerShell\v1.0\;C:\Windows\System32\OpenSSH\;C:\Program Files (x86)\CrSSL\bin;C:\Program Files\TortoiseSVN\bin;D:\Softwares\apache-maven-3.6.1\bin;C:\Program Files\TortoiseGit\bin;C:\Program Files\Git\cmd;C:\Program Files\Java\jdk1.8.0_201\bin;C:\Users\DELL\AppData\Local\Microsoft\WindowsApps;;D:\Softwares\eclipse-jee-2020-12-R-win32-x86_64\eclipse;;.]
  [2022-04-01 12:05:16,972], , [restartedMain], patient-registration-service, INFO  [/patient/v1] log | Initializing Spring embedded WebApplicationContext
  [2022-04-01 12:05:16,972], , [restartedMain], patient-registration-service, INFO  ContextLoader prepareWebApplicationContext | Root WebApplicationContext: initialization completed in 5774 ms
  [2022-04-01 12:05:19,405], , [restartedMain], patient-registration-service, INFO  HikariDataSource getConnection | HikariPool-1 - Starting...
  [2022-04-01 12:05:20,513], , [restartedMain], patient-registration-service, INFO  HikariDataSource getConnection | HikariPool-1 - Start completed.
  [2022-04-01 12:05:20,787], , [restartedMain], patient-registration-service, INFO  LogHelper logPersistenceUnitInformation | HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
  [2022-04-01 12:05:20,952], , [restartedMain], patient-registration-service, INFO  Version logVersion | HHH000412: Hibernate Core {5.3.7.Final}
  [2022-04-01 12:05:20,955], , [restartedMain], patient-registration-service, INFO  Environment <clinit> | HHH000206: hibernate.properties not found
  [2022-04-01 12:05:21,313], , [restartedMain], patient-registration-service, INFO  Version <clinit> | HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
  [2022-04-01 12:05:21,633], , [restartedMain], patient-registration-service, INFO  Dialect <init> | HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
  [2022-04-01 12:05:21,665], , [restartedMain], patient-registration-service, INFO  LobCreatorBuilderImpl makeLobCreatorBuilder | HHH000422: Disabling contextual LOB creation as connection was null
  [2022-04-01 12:05:21,676], , [restartedMain], patient-registration-service, INFO  BasicTypeRegistry register | HHH000270: Type registration [java.util.UUID] overrides previous : org.hibernate.type.UUIDBinaryType@4aeeb8cf
  [2022-04-01 12:05:33,349], , [restartedMain], patient-registration-service, INFO  LocalContainerEntityManagerFactoryBean buildNativeEntityManagerFactory | Initialized JPA EntityManagerFactory for persistence unit 'default'
  [2022-04-01 12:05:33,769], , [restartedMain], patient-registration-service, INFO  OptionalLiveReloadServer startServer | LiveReload server is running on port 35729
  [2022-04-01 12:05:34,730], , [restartedMain], patient-registration-service, INFO  QueryTranslatorFactoryInitiator initiateService | HHH000397: Using ASTQueryTranslatorFactory
  [2022-04-01 12:05:36,325], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptorAppConfig.restTemplate
  [2022-04-01 12:05:36,340], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptorAppConfig.restTemplate
  [2022-04-01 12:05:36,341], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptorAppConfig.restTemplate :: 17 ms
  [2022-04-01 12:05:37,443], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptorAppConfig.corsConfigurationSource
  [2022-04-01 12:05:37,447], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptorAppConfig.corsConfigurationSource
  [2022-04-01 12:05:37,447], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptorAppConfig.corsConfigurationSource :: 4 ms
  [2022-04-01 12:05:38,202], , [restartedMain], patient-registration-service, INFO  ThreadPoolTaskExecutor initialize | Initializing ExecutorService 'applicationTaskExecutor'
  [2022-04-01 12:05:38,389], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptorAppConfig.addInterceptors
  [2022-04-01 12:05:38,391], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptorAppConfig.addInterceptors
  [2022-04-01 12:05:38,392], , [restartedMain], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptorAppConfig.addInterceptors :: 3 ms
  [2022-04-01 12:05:38,397], , [restartedMain], patient-registration-service, WARN  JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration openEntityManagerInViewInterceptor | spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
  [2022-04-01 12:05:40,253], , [restartedMain], patient-registration-service, INFO  EndpointLinksResolver <init> | Exposing 2 endpoint(s) beneath base path '/actuator'
  [2022-04-01 12:05:40,568], , [restartedMain], patient-registration-service, INFO  Http11NioProtocol log | Starting ProtocolHandler ["http-nio-7075"]
  [2022-04-01 12:05:40,618], , [restartedMain], patient-registration-service, INFO  TomcatWebServer start | Tomcat started on port(s): 7075 (http) with context path '/patient/v1'
  [2022-04-01 12:05:40,623], , [restartedMain], patient-registration-service, INFO  PatientRegistrationApplication logStarted | Started PatientRegistrationApplication in 32.458 seconds (JVM running for 35.604)
  [2022-04-01 12:07:12,530], , [http-nio-7075-exec-1], patient-registration-service, INFO  [/patient/v1] log | Initializing Spring DispatcherServlet 'dispatcherServlet'
  [2022-04-01 12:07:12,531], , [http-nio-7075-exec-1], patient-registration-service, INFO  DispatcherServlet initServletBean | Initializing Servlet 'dispatcherServlet'
  [2022-04-01 12:07:12,569], , [http-nio-7075-exec-1], patient-registration-service, INFO  DispatcherServlet initServletBean | Completed initialization in 37 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:12,608], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:12,615], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of TokenValidator.getUsernameFromToken
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,809], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of TokenValidator.getUsernameFromToken
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,810], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of TokenValidator.getUsernameFromToken :: 1195 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,811], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of TokenValidator.getRoleFromToken
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,814], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of TokenValidator.getRoleFromToken
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,815], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of TokenValidator.getRoleFromToken :: 4 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,849], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.setRole
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,857], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.setRole
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,858], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.setRole :: 9 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,859], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.setUserName
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,860], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.setUserName
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,861], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.setUserName :: 2 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,863], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,864], , [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 1256 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,962], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientModificationController.getPatientDetailsByMobNo
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,969], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientModificationController getPatientDetailsByMobNo | Get Patient Details By Mobile Number Request Received
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,970], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientModificationServiceImpl.getPatientDetails
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,980], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,981], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,982], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 2 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,983], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getUserName
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,983], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getUserName
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,983], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getUserName :: 0 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,991], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateMobileNo
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,998], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateMobileNo
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:13,998], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateMobileNo :: 7 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,001], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of ExceptionPatientControllerAdvisor.getUserValidity
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,008], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of ExceptionPatientControllerAdvisor.getUserValidity
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,009], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of ExceptionPatientControllerAdvisor.getUserValidity :: 8 ms
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,051], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.telemedicine.patient.exception.DateParsingException]
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,053], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,053], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
abfc90b19948b19e abfc90b19948b19e [2022-04-01 12:07:14,054], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-1], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 1 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,083], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptor.preHandle
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,197], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of TokenValidator.getUsernameFromToken
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,317], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of TokenValidator.getUsernameFromToken
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,319], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of TokenValidator.getUsernameFromToken :: 122 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,322], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of TokenValidator.getRoleFromToken
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,335], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of TokenValidator.getRoleFromToken
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:32,338], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of TokenValidator.getRoleFromToken :: 16 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:33,198], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.setRole
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,091], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.setRole
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,094], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.setRole :: 896 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,095], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.setUserName
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,096], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.setUserName
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,097], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.setUserName :: 2 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,098], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptor.preHandle
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,099], , [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptor.preHandle :: 2036 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,105], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientModificationController.getPatientDetailsByMobNo
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,285], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientModificationController getPatientDetailsByMobNo | Get Patient Details By Mobile Number Request Received
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,287], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of PatientModificationServiceImpl.getPatientDetails
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,288], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getRole
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,289], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getRole
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,289], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getRole :: 1 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,290], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of UserDTO.getUserName
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,291], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of UserDTO.getUserName
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,295], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of UserDTO.getUserName :: 5 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,296], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CommonValidationUtil.validateMobileNo
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,297], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CommonValidationUtil.validateMobileNo
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,298], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CommonValidationUtil.validateMobileNo :: 2 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,300], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of ExceptionPatientControllerAdvisor.getUserValidity
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,301], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of ExceptionPatientControllerAdvisor.getUserValidity
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,302], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of ExceptionPatientControllerAdvisor.getUserValidity :: 2 ms
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,305], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, WARN  ExceptionHandlerExceptionResolver logException | Resolved [com.nsdl.telemedicine.patient.exception.DateParsingException]
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,308], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Start of CustomInterceptor.afterCompletion
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,308], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | END of CustomInterceptor.afterCompletion
c95c7f93b367d262 c95c7f93b367d262 [2022-04-01 12:18:34,309], 0:0:0:0:0:0:0:1, [http-nio-7075-exec-5], patient-registration-service, INFO  PatientLoggingAspect profileAllMethods | Execution time of CustomInterceptor.afterCompletion :: 1 ms
  [2022-04-01 12:18:43,915], , [RMI TCP Connection(17)-127.0.0.1], patient-registration-service, INFO  SpringApplicationAdminMXBeanRegistrar$SpringApplicationAdmin shutdown | Application shutdown requested.
  [2022-04-01 12:18:43,930], , [RMI TCP Connection(17)-127.0.0.1], patient-registration-service, INFO  ThreadPoolTaskExecutor shutdown | Shutting down ExecutorService 'applicationTaskExecutor'
  [2022-04-01 12:18:43,941], , [RMI TCP Connection(17)-127.0.0.1], patient-registration-service, INFO  LocalContainerEntityManagerFactoryBean destroy | Closing JPA EntityManagerFactory for persistence unit 'default'
